id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title/ca,body/ca,state,reference,answer/ca,answer/es,supports,endorsements/total_count,endorsements/user_endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals,is_amend,original_proposal/title,original_proposal/url
488,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Anàlisi de l'ADN dels excrements dels gossos,"Els veïns incívics que no recullen els excrements dels gossos haurien de ser fortament sancionats. La presència de vigilants a les hores puntes: matí o nit seria útil . O util.litzar noves tècniques com l'anàlisi de l'ADN dels excrements dels gossos. Amb aquest aparell, es pot identificar el gos i sancionar l'amo. I el cost seria amortitzat amb les primeres multes. Amb una trucada d'un veí o veïna al servei de neteja, hauria de ser prou per iniciar el procès d'anàlisi. ",rejected,VG-PROP-2018-04-488,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals i compromet altres pressupostos.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 08:54:47 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/488,,,False,,
487,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Pipicans a llocs estratègics de la ciutat,"Per la bona convivència dels veïns de la ciutat es necessita una solució per la quantitat d'orina de gossos que hi ha a tota la ciutat. Es un problema de salubritat. Encara que els propietaris cívics, recullen els excrements, no passa el mateix amb l'orina. Per tant, es necessària la instal.lació de wc o pipicans per gossos. Es podria començar per punts estratègics, on la concentració de gent o de gosssos és major i extendre'l a tot el municipi. Per exemple, plaça de la Vil.la, plaça del mercat.",rejected,VG-PROP-2018-04-487,"<p>&nbsp;</p><p>No és viable tècnicament.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 08:55:51 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/487,,,False,,
486,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Neteja i conservació,"Iniciar una campanya de concienciació social , per fer veure com de negativament ens afecta lo bruts que estan els carrers, pintades, bruticia... Donar llocs per a que la gent que li agradi la pintura als carrers, ho puguin fer, sense malmetre els espais publics o privats. A banda, l'Ajuntament, més presupost per a neteja i conservació d'espais públics. Reparar vies, boreres, males herbes, zones verdes.... Obrir una campanya de Vilanova bonica. Ser un referent a Catalunya de civisme/ conservació",rejected,VG-PROP-2018-04-486,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 08:56:19 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/486,,,False,,
485,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Pipican a la collada,A la collada som molts els que tenim un membre de 4 potes a la familia i trobem a faltar un espai segur per als gossos on puguin còrrer deslligats i sense molestar ningú. Hi ha molts terrenys municipals sense ús específic per la zona que han quedat com a descampats de pas entre els carrers on seria molt fàcil amb una mínima instalació i manteniment muntar un parc caní. ,accepted,VG-PROP-2018-04-485,,,0,1,Esther,0,0,1,2018-04-27 07:28:56 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/485,,,False,,
484,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Una ciutat per a les persones.,"Les ciutats estan pensades i organitzades en masculí. Des del casal de Dones, proposem una sèrie de mesures, fàcils d’ implementar, que suposarien canvis significatius. Totes elles són molt importants per a fer una ciutat més segura, i més equitativa, en definitiva una ciutat feminista.Hem de tenir en compte que millorar la vida de les dones, significa millorar la vida de tothom, de la societat en general. (arxiu explicatiu via e-mail)",rejected,VG-PROP-2018-04-484,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 11:44:26 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/484,,,False,,
483,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,"Dignificació dels espais de memòria històrica,  a Vilanova i la Geltrú. ","Una de les maneres de recordar els fets històrics, és dedicar-hi espais públics, en forma de carrers, places, edificis i/o espais. A VNG tenim un seguit d’ espais significatius relacionats amb la segona república o amb la república catalana; seria adient dignificar-los i fer-los visibles, tot explicant-ne la seva importància i els seu paper en la nostra història. (arxiu annex via e-mail)",accepted,VG-PROP-2018-04-483,,,0,0,,0,0,1,2018-04-27 07:29:39 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/483,,,False,,
482,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Marquesina  parada BUS c/ dr Zamenhof,"Tal i com es comenta en una altre proposta ciutadana, caldria afegir la parada de bus situada al c/ dr Zamenhof, al costat de l'escola Aragai i davant del parc de Molí de Vent. És necessari un aixopluc de la pluja, sol o vent mentre s' espera el transport públic.",accepted,VG-PROP-2018-04-482,,,0,0,,0,0,2,2018-04-17 12:18:23 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/482,,,False,,
481,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,"Convertir la ""Platja del Far"" en la ""Platja del Far dels Valors"".","Convertir la ""Platja del Far"" en la Platja del Far dels Valors"" amb un esperit obert i integrador que pogués acollir tota mena de persones, especialment aquelles que per algun motiu no es troben còmodes o no encaixen en les altres platjes. Exemples: discapacitats, persones amb mobilitat reduïda, persones amb mascotes, nudistes, gent d'altres cultures.",rejected,VG-PROP-2018-04-481,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 11:48:05 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/481,,,False,,
480,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Campanya per conciencia del mal us de les tovalloletes humides,"A traves de triptics, publicitat etc.  Conciencia a la gent de la mala gestió de les tovalloletes humides i que no son biodegradables. A curt termini crean molts problemes i despesses al clavegeram de la ciutat i comunitats (embuços i desperfectes). Per no parla del impacte medioambiental nomes cal donar un cop d,ull a les rieres per veure com.s,acumulan alla sense desfersent, creant muntanyes. S,ha de fer campanya perque la gent les tiri al rebuig i no pels desaigües.  Gràcies! Mireu rieres!",rejected,VG-PROP-2018-04-480,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. S'ha traslladat al departament corresponent com a una incidència.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 11:49:04 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/480,,,False,,
479,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Platja per gossos,"No potser, que amb la platja  que tenim a Vilanova no tinguem un tros per poder gaudir de les nostres mascotes i tinguem que agafar el cotxe (contamina) per anar al espai minúscul de La Termica de Cubelles.  Reflexionem i debatim.  Gràcies ",rejected,VG-PROP-2018-04-479,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. Traslladem la proposta al departament corresponen</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 11:50:13 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/479,,,False,,
477,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Obrir carrer Francesc de Sales Vidal,"Obrir a la circulació i vianants, el carrer Francesc de Sales  Vidal,  en el seu tram que enllaça la Rambla Sant Jordi, amb el carrer Tigre.",rejected,VG-PROP-2018-04-477,"<p>Supera els 30000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-17 12:21:06 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/477,,,False,,
476,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Accessos Escola Volerany,"Als voltants de l'escola hi ha un problema greu amb els excrements de gos a les voreres, demanem més freqüència en la neteja de les voreres i major vigilància i sancions als infractors. A la porta principal necessitaríem la  instal·lació  d'un  aparcament de bicicletes per evitar que es malaparquin sobre la vorera.",rejected,VG-PROP-2018-04-476,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. Traslladem la demanda al departament corresponent </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-16 11:51:50 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/476,,,False,,
475,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Pati i Accessos Escola Volerany,"El pati de l'Escola no disposa d'ombra, a l'estiu especialment fa massa calor pels infants i el terra és posa molt calent i crema, la instal·lació d'un tendall que aporti ombra ajudaria als infants a gaudir-ne tot l'any.",accepted,VG-PROP-2018-04-475,,,0,1,Marcos,0,0,1,2018-04-17 12:22:06 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/475,,,False,,
474,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Crear camins i circuits verds per a vianants i ciclistes entre Vilanova i Cubelles,"Consisteix de 2 accions: 1) Senyalitzar el camí Vell de Cubelles com a camí verd amb preferència per als vianants i ciclistes on els conductors de vehicles motoritzats han d’anar amb precaució i una velocitat màxim de 30 km/h.  2) Establir una filera d’estaques de fusta per protegir els vianants i els ciclistes del trànsit motoritzat a la C-246a, entre la rotonda del c. Dr. Zamenhof i el camí Corral d’en Cendres. D’aquesta manera es pot completar el circuit d’Adarró. Pressupost total: 2.288€. ",rejected,VG-PROP-2018-04-474,"<p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-05-07 08:40:40 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/474,,,False,,
473,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Millorem el pati d'infantil!,"L'escola Pompeu Fabra és la primera escola pública de la ciutat. El pati dels alumnes d'infantil està força malmès per l'ús, i desde la comissió de pati hem pensat que caldria una renovació parcial del mobiliari amb la finalitat de ser més integrador . Ens agradaria incorporar material més sensorial que permeti experimentar , aprendre i jugar. Els mestres d'infantil han pensat en la incorporació de dos sorrals, un petit rocòdrom i alguna escala de grimpar.",accepted,VG-PROP-2018-04-473,,,0,0,,0,0,1,2018-04-16 11:54:44 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/473,,,False,,
472,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Volem ombra al pati del Pompeu Fabra!,"L'escola Pompeu Fabra  situada al centre de la ciutat, i els seus espais són utilitzats pels infants de l'escola i diverses entitats culturals i esportives del municipi. El pati de ciment del carrer Pius X està encarat a mar, i això fa que durant els mesos de calor no s'hi puguin realitzar activitats. Proposem la creació d'una zona d'ombra parcial mitjançant la instal.lació de veles naútiques permeables i desmuntables, amb sistema de politges, mitjançant la col.locació de pilars metal.lics.",accepted,VG-PROP-2018-04-472,,,0,0,,0,0,1,2018-04-17 12:23:55 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/472,,,False,,
471,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Caramel sostenible - Carnaval 2019,"Actualment l'embolcall dels caramels de les Comparses és de plàstic i parafina, que triga anys en desaparèixer i acaba al clavegueram, a la platja i al mar, per això, necessitem aconsseguir un embolcall de caramel biodegradable  que es degradi fàcilment i desaparegui en poc temps. Això suposa un increment en el cost del propi caramel que necessita el suport municipal per poder-se dur a terme. ",accepted,VG-PROP-2018-04-471,,,0,0,,0,0,1,2018-05-08 17:34:27 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/471,,,False,,
470,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Adecuación pistas skate,"Es necesario la adecuación de las pistas de Skate sitas cerca del Pabellón Municipal Isaac Gálvez, se necesitan zonas de sombra para los participantes y los acompañantes, así como asientos para los acompañantes ",rejected,VG-PROP-2018-04-470,"<p>Supera els 30000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,1,2018-04-27 07:32:59 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/470,,,False,,
469,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Renovar el parc infantil a L´Avinguda de Torre de Vallès (amb Av. Sis Camins),Portem gairebé 7 anys vivint al barri de la Collada i no hem vist cap manteniment al parc infantil que hi ha a L´Avinguda de Torre de Vallès.  Un dia va desapareixa  la tanca de fusta que hi havia al voltant del parc. Les instal. lacions estan deteriorades i son pocs segures pels nens. Hi han moltes deposicions de gossos tant a l herba com a les voreres al voltant del parc. Ara mateix el parc està precintat però no hi cap cartell que indiqui els motiu,accepted,VG-PROP-2018-04-469,,,0,0,,0,0,1,2018-04-27 07:33:28 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/469,,,False,,
468,,,,,,,10,http://participa.vilanova.cat/processes/pressupostosparticipatius2018?participatory_process_slug=pressupostosparticipatius2018,26,Afegir passos de peatons al carrer De La Turbina (Barri de La Collada),"Sòc una veïna del barri de La Collada, i cada dia vaig caminant  amb els meus fills a l´escola El Margallo i al creuar el carrer de La Turbina (venint de l´Avinguda Sis Camins, just davant el Centre Cívic de La Collada), hem notat que realment falta un pas de peatons per poder continuar. El STOP que hi ha pels cotxes, es respecta molt poc. Gairebé tots el cotxes passen per aquest tram amb molta velocitat. Un punt perillòs pels peatons. Faltaria afegir un pas de peatons al carrer de la Turbina.",accepted,VG-PROP-2018-04-468,,,0,0,,0,0,1,2018-04-17 12:27:25 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2018/f/26/proposals/468,,,False,,
