id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,supports,endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals
11,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,ADEQUACIÓ I MILLORA DE L’ENTORN DE L’ESCOLA PAU CASALS,"Proposta presentada per l'AMPA Escola Pau Casals

Pressupost: 100.000€

El projecte pretén condicionar l'espai verd triangular que hi ha a la cruïlla dels carrers Atlanta i Mauritània, delimitat per xiprers, i que presenta un terreny interior molt degradat i sense cap ús. 

La proposta inclou: d’una banda, treure els xiprers, pavimentar tot l’espai al nivell de les voreres , posar una barana en forma de L que delimiti una part de l'espai en l'angle cap als carrers Atlanta i Mauritània, en la línia de circulació de les voreres (proposem que sigui del tipus que hi ha enfront: duradora, de nul manteniment i amb una coherència estètica), posar els màxims bancs possibles per afavorir un lloc de descans en la pujada i d'espera de la sortida dels nens de l'escola, posar una paperera, una font i plantar 3 arbres.

I de l’altra, crear un parc infantil a l'espai verd a sota del carrer Mauritània i en línia amb l'espai verd triangular de dalt, amb millora dels accessos, més il·luminació, bancs, una font i una paperera. El parc infantil podria incloure gronxadors, tobogan, una caseta de fusta, una piràmide de cordes etc.
",,SBD-PROP-2017-11-11,520,0,0,0,18,2017-11-08 12:41:32 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/11,,
10,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,MILLORA DEL CAMÍ ESCOLAR A LA ZONA ALTA DEL BARRI DE LA CONCÒRDIA D’ACCÉS A L’ESCOLA PAU CASALS I CAP A CAN RULL I CONDICIONAMENT DE L’ENTORN NATURAL,"Proposta presentada per l'AV de la Concòrdia

Pressupost: 100.000€

Millorar els camins de la circulació de ciutadans entre els dos espais verds que hi ha entre la Via Aurèlia i el carrer de Mauritània. 

Aquesta millora ha d'incloure la instal·lació de bancs, una barana per pal·liar el desnivell i l’enllumenat adient. Caldrà reparar les escales de pujada de Via Aurèlia a Mauritània i contemplar una rampa per afavorir la circulació amb carros de compra, cotxets i cadires de rodes amb un disseny que dissuadeixi la canalla de practicar activitats de risc d'accident. Aquest projecte inclourà un espai delimitat i condicionat per als gossos. El pressupost prioritzarà la circulació dels ciutadans i ciutadanes.
",accepted,SBD-PROP-2017-11-10,485,1,0,0,6,2017-11-08 12:33:16 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/10,,
13,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,VINE A JUGAR AMB ATENDIS A CAN ROQUETA!,"Proposta presentada per la Fundació Privada Atendis

Pressupost: 100.000€

Adequació dels voltants de la Masia de Can Roqueta (al polígon industrial de Can Roqueta) on es troba la seu social de la Fundació Atendis, que treballa des de 1963 per atendre les necessitats de persones amb discapacitat intel·lectual.

La rehabilitació d’aquest espai públic serà un benefici per al veïnat de Can Roqueta, Torre-Romeu , els usuaris de la residència i de la fundació Atendis.

La proposta inclou millores i adaptacions de l’entorn com: eliminar barreres arquitectòniques, adequació de l'espai del camp de futbol i el de bàsquet, millorar la protecció del perímetre del camp de futbol i posar bancs.

Amb aquesta millora, la nostra entitat podria desenvolupar activitats d’esport adaptat amb el nostres usuaris. Cal tenir present que no tenim equipaments esportius a prop, que els nostres usuaris tenen grans dificultats motrius (això dificulta el trasllat en transport públic) i la nostra entitat no disposa de vehicles adaptats per a tots els usuaris.


",,SBD-PROP-2017-11-13,152,0,0,0,13,2017-11-09 16:54:42 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/13,,
14,,,,19,"Ciutat, projecte d'obres","Ciudad, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,"RODAR A LA CIUTAT. PISTA DE PATINATGE SOBRE RODES, RAMPES PER MONOPATINS, PATINETS I PATINS A LA ZONA DE CAN LLONG I CASTELLARNAU","Proposta presentada per la ciutadania
Pressupost: 100.000 €

Aquest projecte pretén donar utilitat a una zona de la ciutat molt àmplia per fer esport a l’aire lliure.
Adequar l'espai cimentat que hi ha entre Can Llong i Castellarnau, al carrer Sarajevo, i convertir-lo en una zona d’oci per poder rodar amb monopatins, patins i patinets adequat a diferents edats.

Can Llong i a Castellarnau compten amb una àmplia població de famílies joves que tenen infants petits i adolescents. Es constata que a la ciutat no hi ha un espai gran destinat a rodar (a excepció del Parc Catalunya) i aquest podria ser un projecte molt interessant per al barri i, per la seva ubicació i connexió, també per a la ciutat. Cal buscar un espai adequat per poder portar a terme aquesta pràctica i evitar que es faci a qualsevol indret i així protegir el mobiliari urbà públic.

La proposta inclou posar un paviment llis de color atractiu i la construcció de diferents rampes per fer un itinerari  per monopatins, patins i patinets.

",,SBD-PROP-2017-11-14,225,0,0,0,7,2017-11-27 16:40:07 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/14,,
7,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,MULTIESPORTS AL PARC DE POBLENOU,"Proposta presentada per l'AV del Poblenou de la Salut 

Pressupost: 35.000€

El barri del Poblenou no disposa d’espais per fer esport. Creiem que aquests espais a més d’afavorir la salut dels veïns i veïnes, afavoriria l’esperit d’equip i la cohesió social al barri. Per això, proposem habilitar diferents espais del barri perquè els veïns i veïnes i sobre tot, els joves i la gent gran, hi puguin practicar esport. 

Volem aprofitar els parcs infantils i les diferents places del barri per instal·lar elements esportius com p.e. taules de tennis taula i cistelles de bàsquet.  Però també volem fer un nou parc de salut a la zona alta del barri que podrà utilitzar la gent gran amb dificultats per desplaçar-se fins al parc que hi ha a la zona de baix.

",,SBD-PROP-2017-11-7,90,1,0,0,3,2017-11-08 11:54:09 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/7,,
17,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,REFORMAR LA SALA D’ACTIVITATS DE L’ASSOCIACIÓ DE VEÏNS DE SANT JULIÀ,"Proposta presentada per l’AV Sant Julià
Pressupost: 15.000 €

Aquest projecte pretén reformar la sala d’activitats de la nostra associació. El terra està en mal estat i volem canviar-lo i col·locar parquet. Incorporació de paviment de fusta a la sala gran i escenari.
",,SBD-PROP-2017-11-17,71,0,0,0,1,2017-11-27 16:56:11 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/17,,
15,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,MILLORA DE L’EQUIPAMENT CULTURAL I DE LLEURE AL BARRI DE LA CONCÒRDIA,"Proposta presentada per la CAE La Llar del Vent
Pressupost 100.000 € 

La promoció de la cultura i l’educació en el lleure és molt important per al desenvolupament d’infants, joves i adults del barri.

Disposar d’un equipament amb bones condicions i els estàndards actuals de confort i sostenibilitat és un requeriment imprescindible per al desenvolupament dels projectes de les entitats del barri.

Aquest projecte  preveu crear un nou edifici per allotjar les activitats culturals i de lleure del barri i/o que alhora serveixin com a oficines de les mateixes entitats culturals.

Aquest edifici es preveu realitzar-lo en construcció prefabricada i integrat al bosc de la Concòrdia .

",accepted,SBD-PROP-2017-11-15,705,0,0,0,21,2017-11-27 16:45:36 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/15,,
20,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,URBANITZACIÓ I MILLORA DE LA PLAÇA SITUADA ENTRE ELS CARRERS PENEDÈS I MOIANÈS,"Proposta presentada per l’AV de Ca n’Oriac
Pressupost: 100.000 €

Al barri de Ca n’Oriac hi ha una plaça actualment sense nom, situada entre el carrer del Penedès i el carrer del Moianès. Volem urbanitzar-la, perquè els veïns i les veïnes la puguin utilitzar i en puguin gaudir i, instal·lar un element artístic al·legòric a la figura del senyor Patricio Peñalver amb l’assessorament del Museu d’Art de Sabadell, el Servei de Cultura i el Servei de Patrimoni.

El senyor Patricio Peñalver va ser un activista molt conegut i estimat al barri. Emigrant que va arribar de Murcia el 1952. Va  ser el primer homosexual declarat públicament de Sabadell.  Va lluitar perquè el consistori recolzés el reconeixement del moviment homosexual i la legalització de Lesbianes i Gays,  cosa que es va obtenir al 1980. Es va distingir per la seva faceta social i va lluitar per les llibertats individuals i col·lectives.  Persona integradora i sensible als problemes socials que l’envoltaven.  Va ser president de l’Associació de Veïns de Ca n’Oriac des del 1983 al 1984. Militant del P.S.U.C. a la clandestinitat amb el doble risc per militància comunista i per homosexualitat. Va arribar a ser el màxim representant del Front d’Alliberament Gay de Catalunya a la nostra ciutat.
",,SBD-PROP-2017-11-20,103,0,0,0,2,2017-11-27 17:07:42 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/20,,
21,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,PROJECTE DE REMODELACIÓ DEL CARRER DE FRA JUNÍPER SERRA EN ESPAI D’ESTADA,"Proposta presentada per l’AV de la Creu de Barberà
Pressupost: 100.000€

El carrer Fra Juníper Serra presenta un estat deteriorat tant de voreres com de calçada. Aquest projecte pretén remodelar aquest carrer secundari de circulació i convertir-lo en una zona més segura i més accessible. 

El projecte proposa ampliació de voreres i remodelació integral de la calçada així com de pacificació del trànsit rodat. Amb aquesta intervenció es milloraria la mobilitat d’aquest carrer així com la connexió amb el CAP i el centre cívic del barri.
",,SBD-PROP-2017-11-21,91,0,0,0,3,2017-11-27 17:13:30 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/21,,
22,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,ESPAI TIBI,"Proposta presentada per la Unión Deportiva Tibidabo Torre Romeu
Pressupost: 100.000 €

Instal·lar una zona coberta i d’estada al lateral del bar i una zona de seients pel públic a les instal·lacions del club de futbol de la UD Tibidabo Torre Romeu.
",,SBD-PROP-2017-11-22,36,0,0,0,2,2017-11-27 17:17:20 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/22,,
29,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,"FEM PINYA AMB ELS JOVES, DONEM PIT ALS BARRIS","Proposta presentada pels Castellers de Sabadell
Pressupost: 74.460 €

Aquest projecte planteja activitats per al desenvolupament de competències i habilitats mitjançant el treball de la pràctica i els valors castellers, adreçades al jovent dels 5 Espais Joves i 13 Centres de Secundària  de la ciutat. 
Els objectius són: la millora de les competències personals i socials bàsiques, apropant els i les joves de la ciutat al fet casteller i donant l’oportunitat de descobrir un nou model de lleure mitjançant la cultura i el lleure educatiu, el treball dels conceptes i competències bàsiques de la cultura emprenedora, l’apropament de la xarxa de recursos associatius i comunitaris com a recurs de relació i inclusió social i provocar un canvi en la percepció de l’entorn de les persones joves i la relació amb ell.
La durada és d’un any i s’estructura en tres fases:
1.- Planificació i programació de tots els àmbits del projecte. Treball amb els equips tècnics dels 5 Espais Joves i amb els equips directius dels 13 Centres de Secundària. 
2. Realització de les activitats als Espais Joves: primer d’apropament, per aprofundir en competències personals per a enfortir la comunicació, l’empatia, el respecte a la diferència, etc. i complementàriament l’aproximació a l’aprenentatge de la “tècnica castellera”. Es calcula  poder realitzar entre dos i tres activitats trimestrals durant tot el 2018 per cada Espai Jove.
3.- Realització de les activitats als Centres de Secundària,  a l’últim trimestre del 2018 i dos nivells d’intervenció: una més generalista centrada en  materials expositius (Castelloscopi, fotografia castellera, etc.) i un segon nivell de foment de la formació d’una colla castellera per centre ( alumnes de 3r o 4t d’ESO) per participar en la “Mostra de Castells de Secundària de Sabadell”. Estimació de 5/6 sessions per cada centre.
",accepted,SBD-PROP-2017-11-29,255,0,0,0,7,2017-11-28 13:03:39 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/29,,
24,,,,16,"Barri, projecte d'obres","Barrio, proyecto de obras",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,WINTER IS COMING: MILLORA DEL CONFORT I EFICIÈNCIA ENERGÈTICA PER L’ESPLAI,"Proposta presentada pel Grup d'Esplai La Masia de Sabadell
Pressupost: 40.450 €

L’esplai La Masia està ubicat en el barri de Can Rull, en un local dels baixos d’un bloc d’habitatges. L’antiguitat del local fa que sigui necessari millorar-ne els aspectes de confort i eficiència energètica per poder portar a terme en les condicions adequades, els projectes d’educació i lleure que fa 26 anys que s’estan desenvolupant al barri.

Les actuacions plantejades són:

-Millora de l’aïllament tèrmic de les façanes
-Millora de l’acabat superficial del paviment amb pintures especials
-Adequació del sostre
",,SBD-PROP-2017-11-24,146,0,0,0,2,2017-11-28 11:03:49 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/24,,
25,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,"DIÀLEG INTERRELIGIÓS, FACTOR DE CONVIVÈNCIA","Proposta presentada per l’Associació Diàleg Interreligiós Sabadell
Pressupost: 2.000 €


En l’entorn social multicultural en el que vivim, el diàleg interreligiós proporciona vies de comunicació entre les diverses comunitats que sovint viuen aïllades. El diàleg, la comunicació i el reconeixement de les diverses identitats són instrument de convivència enriquidora, de benestar i de pau per al conjunt de la població de la ciutat.

El projecte pretén millorar quantitativament les activitats de l’Associació, com són la Trobada Interreligiosa de Sabadell i la conferència pública que es celebra en el marc de la Jornada de Portes Obertes als Centres de culte. Es vol poder comptar amb la participació de ponents de reconegut nivell cultural i social.

Un altre objectiu és millorar la comunicació digital de les activitats de l’Associació, tant el seu butlletí periòdic “la Circular” com la divulgació dels actes de la mateixa. Ambdues eines faciliten la cohesió social.
",,SBD-PROP-2017-11-25,47,0,0,0,1,2017-11-28 11:34:29 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/25,,
27,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,EDUCACIÓ EN L’EMPATIA,"Proposta presentada per l’Associació Animalista Libera
Pressupost: 75.249,55 €

“Educar en l’empatia és prevenir la violència”

Diferents estudis científics demostren la connexió entre la violència en vers els humans amb la dels animals. Ascione i Arkow (1999) van suggerir que alguns adolescent que han patit maltractaments fan actes de crueltat contra els animals per tal d’exercir el seu poder sobre una víctima més dèbil i experimentar així sensacions de domini i control. Un estudi amb menors d’entre 5 i 7 anys mostra que els nens i adolescents exposats a violència domèstica són tres vegades més propensos a maltractar animals que els no exposats.

En el mateix sentit, però canviant l’ordre dels factors causals, diferents estudis demostren que una educació forjada en l’empatia en vers els animals revertirà en comportaments pro socials i en reducció del bulling escolar.

Amb aquesta iniciativa LIBERA! Vol acostar aquests continguts a la comunitat educativa de Sabadell. Proposa programes que han sigut exitosos en d’altres latituds: xerrades a escoles i a espais per l’educació no formal. Tot això amb l’objectiu d’obtenir una millor convivència entre humans i animals i una societat més pacífica forjada en valors de cooperació, protecció i ajuda mútua.

",accepted,SBD-PROP-2017-11-27,348,0,0,0,19,2017-11-28 12:59:43 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/27,,
28,,,,17,"Ciutat, projecte social","Ciudad, proyecto social",6,https://decidim.sabadell.cat/processes/construintsbd?participatory_process_slug=construintsbd,43,CA L’ENREDUS,"Proposta presentada per Actuavallès
Pressupost: 35.000 €

Ca l’Enredus vol ser un espai per a les persones LGTBIQ+ (lesbianes, gais, trans, bisexuals, intersexuals, queer) i els seus familiars i amistats. Es planteja com un projecte d’atenció integral, un servei complementari a l’àrea de gènere, feminismes i LGTBI de l’Ajuntament i com una necessitat detectada pel propi col·lectiu arrel de la inexistència d’espais que aportin accions de caràcter formatiu, acompanyament, assessorament, sensibilització... des de les vivències personals i l’acceptació incondicional.

El projecte consta de dos àmbits:

Àmbit grupal: espais grupals constituïts des de les persones que hi participen i en funció dels seus interessos. Cada grup específic s’organitzarà al voltant de la voluntat de crear un espai de socialització amb un clima còmode, afectiu, de protecció i recolzament incondicional, on es puguin abordar els reptes del processos personals de les persones que en formen part i facilitin la incorporació i l’aprenentatge, compartit entre el grup d’iguals.

Àmbit de sensibilització: inclou una línia de recol·lecció de documents, recursos, dades i diagnosi, relatives a la situació del col·lectiu esmentat i, una altra línia d’accions de sensibilització dirigides a la població general i, especialment, a centres educatius (campanyes, tallers, cinefòrums...)

",accepted,SBD-PROP-2017-11-28,140,0,0,0,3,2017-11-28 13:01:41 UTC,https://decidim.sabadell.cat/processes/construintsbd/f/43/proposals/28,,
