id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title/ca,body/ca,state,reference,answer/ca,answer/es,supports,endorsements/total_count,endorsements/user_endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals,is_amend,original_proposal/title,original_proposal/url
67,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,33. Pla de millora de les col·leccions bibliogràfiques de les biblioteques municipals i foment de la lectura,"Nom Cognoms: Josep Vives
Descripció: Renovar i ampliar part dels fons bibliogràfics de les biblioteques municipals de Vilanova i la Geltrú i augmentar el nombre d'activitats de foment de la lectura (clubs de lectura, activitats de dinamització cultural, etc.)


",accepted,VG-PROP-2017-04-67,,,0,0,,0,0,0,2017-05-22 09:13:03 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/67,,,False,,
12,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,MEJORA DE LA CALIDAD DE VIDA DE PERSONAS CON DISCAPACIDAD,"Nom Cognoms: Alejandro - Entitat: auTICmo 

Descripcio: Hace dos meses que desde la asociación auTICmo trabajamos para mejorar la calidad de vida de personas con Trastorno del Espectro Autista en la región de Vilanova i la Geltrú y los alrededores.

Uno de los principales problemas con los que nos encontramos es la falta de recursos necesarios para hacer llegar a esas personas y a sus familiares las técnicas, metodologías y tecnologías necesarias para el correcto desarrollo neurológico.

Es por ello que mi propuesta consiste en dotar a esta asociación de recursos para ayudar a tantas familias como podamos.",,VG-PROP-2017-04-12,,,0,0,,0,0,0,2017-04-12 08:13:23 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/12,,,False,,
13,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,Tunel de RENFE,Nom Cognoms: Victor- Descripció: Que allarguin el tunel de renfe fins a la plaça Eduard Maristany i que sigui gratuït i accesible a totes hores. Connectarien el barri mar amb l'altre banda de la ciutat. I donarien accés a la platja a la resta de ciutadans. Ara si volem pujar fins a la plaça o agafar el bus nocturn tenim que donar una volta impresionant.,,VG-PROP-2017-04-13,,,0,0,,0,0,0,2017-04-12 08:19:01 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/13,,,False,,
14,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,1. MEJORA DE LA CALIDAD DE VIDA DE PERSONAS CON DISCAPACIDAD ,"Nom Cognoms: Alejandro - Entitat: auTICmo - Descripció: Hace dos meses que desde la asociación auTICmo trabajamos para mejorar la calidad de vida de personas con Trastorno del Espectro Autista en la región de Vilanova i la Geltrú y los alrededores.

Uno de los principales problemas con los que nos encontramos es la falta de recursos necesarios para hacer llegar a esas personas y a sus familiares las técnicas, metodologías y tecnologías necesarias para el correcto desarrollo neurológico.

Es por ello que mi propuesta consiste en dotar a esta asociación de recursos para ayudar a tantas familias como podamos.",rejected,VG-PROP-2017-04-14,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p><br></p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 07:59:46 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/14,,,False,,
15,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,2. Tunel de RENFE,"Nom Cognoms: Victor - Descripció: Que allarguin el tunel de renfe fins a la plaça Eduard Maristany i que sigui gratuït i accesible a totes hores. Connectarien el barri mar amb l'altre banda de la ciutat. I donarien accés a la platja a la resta de ciutadans. Ara si volem pujar fins a la plaça o agafar el bus nocturn tenim que donar una volta impresionant.


",rejected,VG-PROP-2017-04-15,"<p>No és de competència municipal. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:22:51 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/15,,,False,,
16,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,3. Actividades y Servicios,"Nom Cognoms: MANUEL ALVAREZ - Descripció: Muchos de nuestros padres una vez se jubilan necesitan alguna actividad. Una actividad que beneficia a todos los ciudadanos por igual sería dotar de unos cursos de seguridad vial y material a grupos de voluntarios (material como chalecos reflectantes y paletas con la señal de stop por una cara y la señal de la flecha al frente por la otra).  Cada día del curso escolar, estos grupos cubririan los pasos de peatones próximos a los colegios a las horas de entrada y salida de los mismos.  Con esta actividad, la policia local estaría dedicada hacia  otras tareas más importantes y los jubilados tendrían una actividad social.  Este presupuesto se podría destinar al material, cursos  e  incentivo de nuestros jubilados que sería premiarles  con un viaje del inserso por los servicios prestados a la comunidad. El presupuesto de esta actividad no creo que sea muy elevado, pero lo desconozco.

",rejected,VG-PROP-2017-04-16,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:46:28 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/16,,,False,,
17,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,4. QUE TORNEU ELS DINERS QUE HE COBRAT MES DEL IBI ,"Nom Cognoms: JORDI SOLER - Descripció: PER TENIR MES DINERS , HEU APLICAT UN TIPUS ABUSIU DEL IBI, JO HE PASSAT DE PAGAR EL 2016: 405,60  A PAGAR-NE EL 2017 606,29 EUROS ES UN 50 PER CENT MES. JA TENIU ALCADESSA UN VOT MENYS.
",rejected,VG-PROP-2017-04-17,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:49:13 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/17,,,False,,
18,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,5. Ampliació nombre d'endolls de la Biblioteca Joan Oliva,"Nom Cognoms: Helena Carbonell - 
Descripció: Les sales de la biblioteca Joan Oliva necessiten una clara millora i adaptació als temps actuals ja que el nombre d'endolls que disposen els usuaris de la primera i la segona planta de l'edifici és molt defícient en relació a les necessitats d'avui en dia com és, principalment, l'ús dels portàtils en l'estudi.

Per aquest motiu, la meva proposta és adequar les instal·lacions i augmentar el número d'endolls a l'abast dels usuaris a la biblioteca Joan Oliva.
",accepted,VG-PROP-2017-04-18,,,0,0,,0,0,0,2017-05-22 09:12:33 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/18,,,False,,
117,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,158. Pavimentación,"Nom Cognoms: Pedro Jorquera 
Descripcio: Pavimentar calles que son de mucho tránsito y están bastante deterioradas como Josep Coroleu, trozo carretera frente gasolinera Taco, un poco más arriba en el cruce con los antiguos Cines, etc.",accepted,VG-PROP-2017-04-117,,,0,0,,0,0,0,2017-05-22 08:37:24 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/117,,,False,,
19,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,6. L'educació al civisme,"Nom Cognoms: Vincenzo Tartaglione - 

Descripció: Fer un resum  de: Ordenanca municipal de mesures per fomentar el civisme i la convivencia a Vilanova i la Geltrù aprovada al ple del 7 d'abril del 2014 i vigent a partir del 20-02-2015. Enviar-lo a cada familia de Vilanova i la Geltrù.


",rejected,VG-PROP-2017-04-19,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:49:49 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/19,,,False,,
20,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,7. Bancos Plaza Ovidi Montllor,"Nom Cognoms: Juana Expósito - 
Descripció: Hago la propuesta de que pongan mas bancos en la plaza de Ovidi Montllor, del barrio del Tacó. Hace un año sacaron los cinco banco que había, dejando dos delante del parque infantil. Seria interesante instalar tres o dos mas, donde estavan antes. Es un parque donde van muchos vecinos con niños i también a tomar el fresco. Aprovecho la ocasion, para comentar que también estaría bien, ampliar, con un tobogán i columpio, la zona infantil de este mismo parque.

",accepted,VG-PROP-2017-04-20,,,0,0,,0,0,0,2017-05-22 09:30:46 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/20,,,False,,
21,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,8. Millora d´equipaments municipals: clavegueres sorolloses ,"Nom Cognoms: Silvia Sánchez -
Descripció: Que totes les clavegueres no facin aquest soroll de campana que , sobretot molesten a l´estiu,  quan dormim amb les finestres obertes. Hi ha un sistema de gomes que fan que no ballin quan el cotxe pasa per sobre perquè no sonin.Volem ciutats amb menys soroll, dormir millor!
Moltes gràcies.


",rejected,VG-PROP-2017-04-21,"<p>S'ha traslladat al departament corresponent com a una incidència.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:48:17 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/21,,,False,,
22,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,9. Espais per a la gent gran,"Nom Cognoms: LUIS GARCÉS
Descripció: Ja se que la gent gran disposa dels seus espais, insuficients a tots llums, pero em refereixo sobretot als dissabtes i diumenges, ells estan acostumats a passar les tardes si més no, entretinguts als seus casals, si els tenen tancats s'avorreixen i ho passen malament.


",rejected,VG-PROP-2017-04-22,"<p>No és una inversió relacionada amb l'espai públic i/o la millora dels equipaments municipals. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:56:35 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/22,,,False,,
23,,,,,,,7,http://participa.vilanova.cat/processes/pressupostosparticipatius2017?participatory_process_slug=pressupostosparticipatius2017,14,10. Més oci per a tota la família i millores als carrers,"Nom Cognoms: Mireia Jiménez 
Descripció: Bon dia, la meva proposta es invertir en oci per totes les edats com es ficar un cinema, perquè una ciutat com Vilanova no pot ser possible que no hi hagi cap. 
I també m'agradaria que s'arreglin els carrers, sobretot els principals de la nostre ciutat, perquè estàn en un estat deplorable i a l'hora de circular amb el cotxe es molt incòmode.
Moltes gràcies per escoltar-nos i tenir en compte la nostre opinió.


",rejected,VG-PROP-2017-04-23,"<p>És una proposta poc concreta. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a <a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a> o al 938140000 ext 2040</p>",,0,0,,0,0,0,2017-05-22 13:32:45 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2017/f/14/proposals/23,,,False,,
