id,category/id,category/name/en,category/name/ar,category/name/ca,category/name/de,category/name/es,category/name/es-MX,category/name/es-PY,category/name/eu,category/name/fi-pl,category/name/fi,category/name/fr,category/name/gl,category/name/hu,category/name/id,category/name/it,category/name/nl,category/name/no,category/name/pl,category/name/pt,category/name/pt-BR,category/name/ru,category/name/sv,category/name/tr,category/name/uk,scope/id,scope/name/en,scope/name/ar,scope/name/ca,scope/name/de,scope/name/es,scope/name/es-MX,scope/name/es-PY,scope/name/eu,scope/name/fi-pl,scope/name/fi,scope/name/fr,scope/name/gl,scope/name/hu,scope/name/id,scope/name/it,scope/name/nl,scope/name/no,scope/name/pl,scope/name/pt,scope/name/pt-BR,scope/name/ru,scope/name/sv,scope/name/tr,scope/name/uk,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,answer/en,answer/ar,answer/ca,answer/de,answer/es,answer/es-MX,answer/es-PY,answer/eu,answer/fi-pl,answer/fi,answer/fr,answer/gl,answer/hu,answer/id,answer/it,answer/nl,answer/no,answer/pl,answer/pt,answer/pt-BR,answer/ru,answer/sv,answer/tr,answer/uk,supports,endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals
520,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Protegim als vianants Torrent Pastera,Adequar un tram per al trànsit de persones zona torrent de la pastera entre ronda ibèrica i plaça casernes. Evitant així ser embestit per un vehicle motor.,accepted,VG-PROP-2019-01-520,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2019-01-25 08:37:48 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/520,,
523,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Finalització asfaltat Josep Coroleu,En 2018 es va fer un tram i estem agraïts.  És podria finalitzar tot el carrer?,accepted,VG-PROP-2019-01-523,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-02-20 10:00:00 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/523,,
554,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Ampliar voreres pels carritos dels nadons i els minusvàlids,"Soc pare d'un bebe i n'hi ha molts carrers que no tenen suficient espai per passar  el carrito del nadó.  
Une exemple es el carrer Ramon i Cajal, però en realitat n'hi han molts carrers que podria anomenar.
A més ma mare es discapacitada i tampoc te espai i rampes per passar el scooter elèctric.",rejected,VG-PROP-2019-01-554,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta i supera els 30.000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-01-29 16:39:28 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/554,,
573,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Arregleu les llambordes,"Quan vaig a l'escola caminant i ha plogut o fins hi tot han netejat el carrer. És de molt mal gust que hagi d'anar saltant les llambordes mal posades o sense enganxar al terra, ja que l'aigua queda a sota d'aquestes i quan les trepitjes surt disparada. A més a més, les que pitjor estan són les dels carrers entre el boulevar diana i l'ajuntament.
Carrer dels escolapis i carrer del COL·LEGI.
Moltes gràcies per fer iniciatives com aquestes. ",rejected,VG-PROP-2019-01-573,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta i supera els 30.000 euros</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-30 20:12:23 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/573,,
555,31.0,,,Parcs infantils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Parc infantil plaça Inmaculada Concepció,"Proposaria de treure la font que hi ha actualment a la plaça Inmaculada Concepció i posar-hi un parc infantil, això generaria un espai mes inclusiu, sostenible i saludable pel barri. Actualment es un espai que genera problemes, gent bevent o dormint a totes hores i manteniments constants de la font.",rejected,VG-PROP-2019-01-555,,,"<p>Supera els 30000 euros. </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-29 17:23:15 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/555,,
585,32.0,,,Altres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Caixa Violeta per la teva Bicicleta,"Dotar a cada centre educatiu de la ciutat del projecte Caixa Violeta per la teva Bicicleta, amb material de manteniment i reparacions bàsiques al servei de la ciutadania! Cada centre educatiu establirà els mecanismes d'ús, acompanyat si es vol, de material de reforç per a la formació. 

",accepted,VG-PROP-2019-02-585,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,2019-02-01 09:53:40 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/585,,
558,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Partida per a l'Art Urbà,"Comprometre una partida específica per tal que entitats, col•lectius, associacions o grups de persones puguin el•laborar/crear els seus murals o expressions artístiques a la vía pública en tots aquells espais destinats a aquests usos, o murs en desús. El contingut d'aquests han d'anar d'acord amb els drets fonamentals de totes les persones.
",rejected,VG-PROP-2019-01-558,,,"<p>És una actuació que s'està portant a terme i/o està prevista al pressupost municipal.</p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-29 18:01:56 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/558,,
557,24.0,,,Accessibilitat i mobilitat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Rotonda Cossetània,"Adequació i millora en l'accessibilitat i mobilitat de les persones que es desplacen per la zona en accés a La Collada, centres educatius de la zona nord oest de la ciutat; Ìtaca, Cossetània, IES Dolors Mallafré...
Amb la contrucció d'una rotonda que faciliti aquesta mobilitat, projecte estudiat i el•laborat dins el projecte específic de camins escolars de la ciutat.",accepted,VG-PROP-2019-01-557,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-29 17:56:36 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/557,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Imparcialitat de la Vila,"L’espai i equipaments públics son de tots els vilanovis. Les insignies e ideologies de cadascu les podem fer lluir en les  respectives cases o balcons però, l’espai és de tots. Pel bé de la convivencia és necesari convertir la ciutat en un lloc on el incivisme no prevaleixi per davant de la llibertat d’expresió. Cal recordar que la llibertat d’un acaba on comença la de l’altre y per tant, és necesari començar a dotar els espais públics i equipaments d’aquesta imparcialitat tan necesaria. Neteja de insignies polítiques que es poden veure representades com missatges, cintes grogues, pintades en parets o terra, etc. És necesari dotar d’imparcialitat la ciutat.",rejected,VG-PROP-2019-02-584,,,"<p>Aquesta proposta ha estat rebutjada perquè:</p><p>És una proposta poc concreta </p><p>Per a més informació sobre la valoració de les propostes us podeu posar en contacte amb el Departament de Participació a&nbsp;<a href=""mailto:participacio@vilanova.cat"" target=""_blank"">participacio@vilanova.cat</a>&nbsp;o al 938140000 ext 2040. Gràcies per participar.</p>",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-01 09:49:04 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/584,,
586,26.0,,,Carrers i espai públic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Pavimentar el tram de Francesc de Sales Vidal,El carrer de Francesc de Sales Vidal te un tram que arriba a Rambla Sant Jordi just quan passa per carrer Tigre. Aquest trosset de carrer és l'únic a Vilanova que no está esfaltat. Es un carrer tallat sense cap sentit i es converteix en un petit pipican. Estaría be obrir el carrer al tránsit i esfaltar-lo. ,accepted,VG-PROP-2019-02-586,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-01 21:43:13 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/586,,
610,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Museu Victor Balaguer,"Objectiu: internacionalització del museu i atracció de turisme cultural.
Mitjà: video multilingüe  del contingut, característiques, història  i instal·lacions del museu.
Destinataris: entitats nacionals, estatals i internacionals així com tot altre àmbit de difusió de la cultura. Enviament directe a destinataris coneguts i a xarxa internet general.

Un equipament com el Museu Víctor Balaguer, es mereix un ressò internacional de primer ordre. El públic interessat correspon a un turisme de qualitat, que cobreix tot l'any , és a dir d'interès econòmic evident per a la nostra ciutat.
Es podria enllaçar com a informació complementaria amb establiments i  d'hostaleria. 
",accepted,VG-PROP-2019-02-610,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2019-02-04 11:37:36 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/610,,
733,28.0,,,Equipaments municipals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,"Generar espais d’ombra a “La Baldufa, Espai municipal per a la infància”","La Baldufa és un espai municipal adreçat a l’educació infantil de 1r cicle, donant servei a un total de 107 infants en 7 aules: 1 aula de 4 a 12 mesos; 3 aules d’1 a 2 anys; i 3 aules de 2 a 3 anys. 

L’edifici de La Baldufa no disposa d’una estructura que possibiliti generar ombra a totes les 7 aules dels infants i als patis contigus, dificultant la mitigació de l’efecte de la calor i de l’exposició als raigs ultraviolats. Aquestes aules estan orientades a oest, això implica una exposició solar significativa en una gran part de l’horari de funcionament. A més, és important referir que el curs escolar de La Baldufa finalitza a la penúltima setmana de juliol, és a dir, un mes més tard que les escoles. Aquest fet fa que tingui una major exposició a temperatures d’estiu elevades.  

La present proposta consisteix en millorar el benestar dels infants així com del personal de La Baldufa (educadores, personal administratiu i tècnic) a partir de l’aplicació d’estructures fixes o desmuntables (p.e., veles, tendals, gelosia amb lamel•les orientables d'alumini) que generin ombra a les aules dels infants i als patis contigus.

En el fitxer adjunt a aquesta proposta es presenta una primera aproximació tècnica i econòmica a la intervenció necessària.

",accepted,VG-PROP-2019-02-733,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,2019-02-11 09:47:06 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/733,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,http://participa.vilanova.cat/processes/pressupostosparticipatius2019?participatory_process_slug=pressupostosparticipatius2019,32,Adaptació del carrer Unió per a persones descapacitades,"Crec que el carrer Unió s'hauría d'adaptar amplant les voreres per a persones minusválides desde la Plaça de les Casernes fins a Renfe, per tal de garantirles la movilitat de conformitat a la Llei y normativa d'accesibilitat. Gràcies per intentar fer una ciutat més humana.",accepted,VG-PROP-2019-01-528,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2019-01-25 13:55:57 UTC,http://participa.vilanova.cat/processes/pressupostosparticipatius2019/f/32/proposals/528,,
